person_name_norm,category,film_count,avg_rating
affif ben badra,actor,3,5.8
buck taylor,actor,6,5.8
nick dreselly thomas,actor,3,5.8
michael gladis,actor,3,5.8
anson boon,actor,3,5.8
george furth,actor,5,5.8
peter macon,actor,3,5.8
flex alexander,actor,4,5.8
arne haakonaasen dahl,actor,3,5.8
robert lansing,actor,7,5.8
tone bell,actor,4,5.8
gary piquer,actor,5,5.8
dirch passer,actor,3,5.8
chris hogan,actor,3,5.8
yasser eltobgy,actor,3,5.8
federico castelluccio,actor,3,5.8
daniel adegboyega,actor,3,5.8
ludovico girardello,actor,3,5.8
patrick fitzsymons,actor,6,5.8
sidney livingstone,actor,3,5.8
jamie harrold,actor,7,5.8
mark blankfield,actor,5,5.8
mark monero,actor,3,5.8
ivar brogger,actor,5,5.8
parvesh cheena,actor,3,5.8
evgeniy lamakh,actor,3,5.8
chris makepeace,actor,3,5.8
bill macdonald,actor,3,5.8
óscar ladoire,actor,3,5.8
david steinberg,actor,4,5.8
mark whitten,actor,3,5.8
glenn withrow,actor,4,5.8
corbin allred,actor,4,5.8
julián mateos,actor,4,5.8
scali delpeyrat,actor,6,5.8
dan gill,actor,6,5.8
craig morris,actor,3,5.8
marcelo adnet,actor,3,5.8
daniel sunjata,actor,7,5.8
byron coll,actor,3,5.8
youssef hajdi,actor,10,5.8
travis tope,actor,5,5.8
john gulager,actor,3,5.8
brian klugman,actor,5,5.8
josh richman,actor,4,5.8
kurt ravn,actor,5,5.8
amith chakalakkal,actor,4,5.8
duniya vijay,actor,3,5.8
clark middleton,actor,4,5.8
valentin merlet,actor,5,5.8
bart mccarthy,actor,3,5.8
mark l. young,actor,4,5.8
ihsan gedik,actor,3,5.8
gq,actor,3,5.8
brad hunt,actor,4,5.8
mark lewis,actor,4,5.8
robert pine,actor,6,5.8
reece bridger,actor,4,5.8
iddo goldberg,actor,10,5.8
takatsuna mukai,actor,4,5.8
koya kishore,actor,4,5.8
victor cruz,actor,4,5.8
cristian valencia,actor,3,5.8
shaun dooley,actor,7,5.8
meletis georgiadis,actor,3,5.8
per andersson,actor,3,5.8
robert jack,actor,3,5.8
cayden boyd,actor,3,5.8
glenn kubota,actor,3,5.8
paolo de vita,actor,3,5.8
adrián suar,actor,5,5.8
fermí reixach,actor,7,5.8
buddy lester,actor,6,5.8
bruce abbott,actor,5,5.8
ivan franek,actor,9,5.8
jason simpson,actor,3,5.8
ken cheeseman,actor,3,5.8
cork hubbert,actor,3,5.8
dan white,actor,3,5.8
michael brandon,actor,5,5.8
kadir polatçi,actor,3,5.8
santino barnard,actor,3,5.8
mattijn hartemink,actor,3,5.8
jimmy hayward,actor,3,5.8
sam golzari,actor,3,5.8
michael dunn,actor,8,5.8
scott campbell,actor,3,5.8
jason bayle,actor,5,5.8
antonio durán 'morris',actor,5,5.8
frank dillane,actor,3,5.8
yoson an,actor,4,5.8
ken shapiro,actor,3,5.8
jake sharp,actor,4,5.8
josh cooke,actor,6,5.8
jin au-yeung,actor,5,5.8
joel marsh garland,actor,7,5.8
adam godley,actor,9,5.8
horst naumann,actor,4,5.8
karl-heinz grewe,actor,3,5.8
tsahi halevi,actor,3,5.8
drosos skotis,actor,3,5.8
berynn schwerdt,actor,3,5.8
fox harris,actor,4,5.8
aashim gulati,actor,4,5.8
joe unger,actor,7,5.8
kim jin-geun,actor,3,5.8
thanasis viskadourakis,actor,3,5.8000000000000007
william finley,actor,9,5.8000000000000007
dwier brown,actor,6,5.8000000000000007
david chung,actor,3,5.8000000000000007
david argue,actor,6,5.8000000000000007
jude swanberg,actor,3,5.8000000000000007
andrew rannells,actor,9,5.8000000000000007
stoney jackson,actor,3,5.8000000000000007
tom poston,actor,6,5.8000000000000007
manu bennett,actor,6,5.8000000000000007
kip niven,actor,3,5.8000000000000007
adam lavorgna,actor,4,5.8000000000000007
hakan kurtas,actor,4,5.8000000000000007
gabriel bateman,actor,8,5.8000000000000007
fulvio cecere,actor,4,5.8000000000000007
michael zelniker,actor,5,5.8000000000000007
michael ensign,actor,10,5.8000000000000007
omari hardwick,actor,16,5.8000000000000007
alan powell,actor,4,5.8000000000000007
espen klouman høiner,actor,4,5.8000000000000007
kevin mcdonald,actor,9,5.8000000000000007
michael lerner,actor,39,5.8000000000000007
masanori mimoto,actor,7,5.8000000000000007
anupam bhattacharya,actor,3,5.8000000000000007
skylar gaertner,actor,3,5.8000000000000007
calvin levels,actor,3,5.8000000000000007
billy lush,actor,3,5.8000000000000007
loudon wainwright iii,actor,3,5.8000000000000007
dilip joshi,actor,6,5.8000000000000007
jimmy gonzales,actor,7,5.8000000000000007
scott colomby,actor,4,5.8000000000000007
jason lewis,actor,6,5.8000000000000007
bart klever,actor,4,5.8000000000000007
arun bali,actor,12,5.8000000000000016
ron perlman,actor,65,5.8030769230769232
joaquim de almeida,actor,30,5.8033333333333328
andrew mccarthy,actor,23,5.8043478260869561
johan ulveson,actor,15,5.8066666666666666
julian wadham,actor,14,5.8071428571428561
greg germann,actor,14,5.8071428571428569
severn darden,actor,14,5.8071428571428578
norman reedus,actor,25,5.8080000000000007
rex linn,actor,12,5.8083333333333318
massimo serato,actor,12,5.8083333333333318
jesse james,actor,12,5.8083333333333336
dylan mcdermott,actor,34,5.8088235294117636
rhys wakefield,actor,11,5.8090909090909086
sean patrick thomas,actor,11,5.8090909090909095
jackie coogan,actor,11,5.8090909090909095
jorge luke,actor,10,5.81
tom nowicki,actor,10,5.81
columbus short,actor,10,5.8100000000000005
steve oram,actor,10,5.8100000000000005
tony king,actor,9,5.8111111111111109
greg wise,actor,9,5.8111111111111109
nicky henson,actor,9,5.8111111111111118
william sadler,actor,35,5.8114285714285723
louis ferreira,actor,8,5.8125
mohammed tharwat,actor,8,5.8125
per grundén,actor,8,5.8125
thomas browne henry,actor,8,5.8125
christian hecq,actor,8,5.8125
mark pellegrino,actor,15,5.8133333333333335
eddie murphy,actor,59,5.8135593220339006
benito stefanelli,actor,7,5.8142857142857141
arian moayed,actor,7,5.8142857142857141
steven michael quezada,actor,7,5.8142857142857141
andrew airlie,actor,7,5.8142857142857141
cesare danova,actor,7,5.8142857142857141
scott porter,actor,7,5.8142857142857141
jacob vargas,actor,28,5.8142857142857141
alvy moore,actor,7,5.8142857142857141
tony way,actor,7,5.8142857142857141
justin chambers,actor,7,5.8142857142857149
noel fisher,actor,7,5.8142857142857149
jae head,actor,7,5.8142857142857149
elvis presley,actor,33,5.8151515151515154
gregg henry,actor,13,5.8153846153846143
titus welliver,actor,13,5.815384615384616
gosha kutsenko,actor,19,5.8157894736842106
david rasche,actor,25,5.8159999999999989
kenneth harlan,actor,6,5.8166666666666664
johan hedenberg,actor,6,5.8166666666666664
paul mantee,actor,6,5.8166666666666664
selmer jackson,actor,6,5.8166666666666664
noam jenkins,actor,6,5.8166666666666664
robert phillips,actor,6,5.8166666666666664
igor petrenko,actor,6,5.8166666666666664
vic polizos,actor,6,5.8166666666666664
fra fee,actor,6,5.8166666666666664
jack morris,actor,6,5.8166666666666664
david rintoul,actor,6,5.8166666666666664
edward mulhare,actor,6,5.8166666666666664
jerry wasserman,actor,6,5.8166666666666664
andy daly,actor,12,5.8166666666666664
dave legeno,actor,6,5.8166666666666664
kevin kilner,actor,6,5.8166666666666664
andy romano,actor,12,5.8166666666666664
jay thomas,actor,6,5.8166666666666664
dorian harewood,actor,12,5.8166666666666673
kai ko,actor,6,5.8166666666666673
sanjay gurbaxani,actor,6,5.8166666666666673
lawrence makoare,actor,6,5.8166666666666673
james tolkan,actor,11,5.8181818181818183
rossif sutherland,actor,16,5.81875
tunde adebimpe,actor,5,5.8199999999999994
tim bagley,actor,5,5.8199999999999994
alex shaffer,actor,5,5.8199999999999994
rikard wolff,actor,5,5.8199999999999994
bobby coleman,actor,5,5.8199999999999994
gabriel olds,actor,5,5.8199999999999994
david ramsey,actor,5,5.82
malachy mccourt,actor,5,5.82
morris chestnut,actor,25,5.82
paul dillon,actor,5,5.82
çagatay ulusoy,actor,5,5.82
siamak ansari,actor,5,5.82
julián villagrán,actor,5,5.82
john light,actor,5,5.82
marshawn lynch,actor,5,5.82
james madio,actor,5,5.82
dinesh hingoo,actor,10,5.82
ali sürmeli,actor,5,5.82
mehdi faghih,actor,5,5.82
justin salinger,actor,5,5.82
cotter smith,actor,5,5.82
adam lustick,actor,5,5.82
james carpinello,actor,5,5.82
trezzo mahoro,actor,5,5.82
eddie baroo,actor,5,5.82
chris avram,actor,5,5.82
chris elliott,actor,10,5.82
tim oliver schultz,actor,5,5.82
guy madison,actor,5,5.82
geoff bell,actor,19,5.8210526315789473
sean pertwee,actor,19,5.8210526315789481
hannibal buress,actor,9,5.822222222222222
vince colosimo,actor,9,5.822222222222222
steve lemme,actor,9,5.822222222222222
evgeniy mironov,actor,9,5.822222222222222
jin zhang,actor,9,5.822222222222222
yan tsapnik,actor,9,5.822222222222222
steve harris,actor,9,5.822222222222222
bronson pinchot,actor,9,5.8222222222222229
sean astin,actor,53,5.8226415094339616
nicolas cage,actor,110,5.8236363636363615
roy billing,actor,8,5.8249999999999993
noah lomax,actor,4,5.8249999999999993
amole gupte,actor,4,5.8249999999999993
erik per sullivan,actor,4,5.8249999999999993
vishak nair,actor,8,5.8249999999999993
arno chevrier,actor,4,5.8249999999999993
michael beach,actor,24,5.8249999999999993
tim hodge,actor,4,5.8249999999999993
daan schuurmans,actor,12,5.8249999999999993
eddie webber,actor,4,5.8249999999999993
tyler ross,actor,4,5.8249999999999993
robin hughes,actor,4,5.8249999999999993
lars bom,actor,4,5.825
bruno sanches,actor,4,5.825
peter frödin,actor,4,5.825
ken swofford,actor,4,5.825
james denton,actor,4,5.825
daniel zovatto,actor,4,5.825
cüneyt arkin,actor,20,5.825
milutin milosevic,actor,4,5.825
asim chaudhry,actor,4,5.825
jr esposito,actor,4,5.825
neil stuke,actor,4,5.825
sabri saad el-hamus,actor,4,5.825
tony jaa,actor,16,5.825
lee williams,actor,4,5.825
jim meskimen,actor,8,5.825
aaron tveit,actor,4,5.825
william ellis,actor,4,5.825
michael fox,actor,8,5.825
rory fleck byrne,actor,4,5.825
luca angeletti,actor,4,5.825
ananth,actor,12,5.825
olivier bony,actor,4,5.825
gareth williams,actor,4,5.825
michael yurchak,actor,4,5.825
william roerick,actor,4,5.825
alan rachins,actor,4,5.825
chris pang,actor,8,5.825
steve berg,actor,4,5.825
mikhail porechenkov,actor,4,5.825
dato bakhtadze,actor,4,5.825
sumit nijhawan,actor,4,5.8250000000000011
richard davies,actor,4,5.8250000000000011
litefoot,actor,4,5.8250000000000011
seth green,actor,26,5.8269230769230766
darren criss,actor,11,5.8272727272727272
hakeem kae-kazim,actor,11,5.827272727272728
stephen lang,actor,54,5.82777777777778
dermot magennis,actor,7,5.8285714285714283
ramesh pisharody,actor,7,5.8285714285714283
patrick warburton,actor,28,5.8285714285714283
david walton,actor,7,5.8285714285714283
ennis esmer,actor,7,5.8285714285714292
richard harmon,actor,14,5.8285714285714292
tyler labine,actor,14,5.8285714285714292
john karlsen,actor,7,5.8285714285714292
mitch pileggi,actor,7,5.8285714285714292
keith poulson,actor,10,5.83
parker sawyers,actor,10,5.83
carlos santos,actor,10,5.83
luke wilson,actor,63,5.83015873015873
scott speedman,actor,23,5.8304347826086964
frank whaley,actor,29,5.83103448275862
owen williams,actor,3,5.8333333333333321
seth barrish,actor,3,5.833333333333333
anthony ainley,actor,3,5.833333333333333
tiriel mora,actor,3,5.833333333333333
paul satterfield,actor,3,5.833333333333333
michael asmussen,actor,3,5.833333333333333
alex colon,actor,6,5.833333333333333
jon kit lee,actor,3,5.833333333333333
jeremy bobb,actor,6,5.833333333333333
germán palacios,actor,3,5.833333333333333
paul schackman,actor,3,5.833333333333333
filippo dini,actor,3,5.833333333333333
reginald barlow,actor,3,5.833333333333333
alex moffat,actor,9,5.833333333333333
philippe lemaire,actor,3,5.833333333333333
ralf little,actor,3,5.833333333333333
niels jensen,actor,3,5.833333333333333
charlie barnett,actor,3,5.833333333333333
brian gleeson,actor,6,5.833333333333333
niko saarela,actor,3,5.833333333333333
puru rajkumar,actor,3,5.833333333333333
whip hubley,actor,3,5.833333333333333
stefan weinert,actor,3,5.833333333333333
serge price,actor,3,5.833333333333333
andreas guenther,actor,3,5.833333333333333
andy mcphee,actor,3,5.833333333333333
olgun toker,actor,3,5.833333333333333
shane mcrae,actor,6,5.833333333333333
sumit chandra,actor,3,5.833333333333333
stefaan degand,actor,3,5.833333333333333
obada adnan,actor,3,5.833333333333333
mostafa adam,actor,3,5.833333333333333
ron pardo,actor,3,5.833333333333333
thomas cocquerel,actor,9,5.833333333333333
leonard lansink,actor,3,5.833333333333333
john yule,actor,3,5.833333333333333
seamus o'hara,actor,3,5.833333333333333
trevor wright,actor,3,5.833333333333333
charles mayer,actor,3,5.833333333333333
judah nelson,actor,3,5.833333333333333
toby nichols,actor,3,5.833333333333333
gopalan,actor,3,5.833333333333333
moon woo-jin,actor,3,5.833333333333333
martin compston,actor,15,5.833333333333333
rich fulcher,actor,3,5.833333333333333
anthony 'treach' criss,actor,3,5.833333333333333
michael c. williams,actor,3,5.833333333333333
jackson nicoll,actor,3,5.833333333333333
jonathan togo,actor,3,5.833333333333333
feng zu,actor,3,5.833333333333333
martin mull,actor,12,5.833333333333333
bong tae-gyu,actor,3,5.833333333333333
jamie bradley,actor,3,5.833333333333333
philippe résimont,actor,6,5.833333333333333
sebastian billingsley-rodriguez,actor,3,5.833333333333333
david menkin,actor,3,5.833333333333333
buffy dee,actor,3,5.833333333333333
sam coppola,actor,3,5.833333333333333
gary love,actor,3,5.833333333333333
jonas chernick,actor,3,5.833333333333333
adnan jaffar,actor,3,5.833333333333333
gary cady,actor,3,5.833333333333333
dwight henry,actor,6,5.833333333333333
ron crawford,actor,3,5.833333333333333
david atrakchi,actor,3,5.8333333333333339
alec mango,actor,3,5.8333333333333339
jake ryan,actor,9,5.8333333333333339
umesh tamang,actor,3,5.8333333333333339
phil leeds,actor,3,5.8333333333333339
barry atwater,actor,3,5.8333333333333339
roger delgado,actor,6,5.8333333333333339
james griffith,actor,9,5.8333333333333339
karl schanzer,actor,3,5.8333333333333339
ben youcef,actor,3,5.8333333333333339
mel tormé,actor,3,5.8333333333333339
oscar lesage,actor,3,5.8333333333333339
sunil malhotra,actor,3,5.8333333333333339
david barry gray,actor,6,5.8333333333333339
song seung-heon,actor,6,5.8333333333333339
dalip sondhi,actor,3,5.8333333333333339
rhys muldoon,actor,3,5.8333333333333339
mark anthony fernandez,actor,3,5.8333333333333339
lillo brancato,actor,6,5.8333333333333339
sohan seenulal,actor,3,5.8333333333333339
dimitri andreas,actor,3,5.8333333333333339
bruno montaleone,actor,3,5.8333333333333339
pj mccabe,actor,3,5.8333333333333339
thomas m. pollard,actor,3,5.8333333333333339
alex quijano,actor,3,5.8333333333333339
john stanton,actor,3,5.8333333333333339
hill harper,actor,12,5.8333333333333339
peter fonda,actor,31,5.8354838709677415
ken marino,actor,14,5.8357142857142854
robbie amell,actor,14,5.8357142857142863
dj qualls,actor,11,5.836363636363636
john richardson,actor,11,5.836363636363636
mark moses,actor,11,5.836363636363636
marc menchaca,actor,11,5.836363636363636
stuart margolin,actor,11,5.836363636363636
ed speleers,actor,11,5.836363636363636
brian o'halloran,actor,11,5.8363636363636369
joseph bologna,actor,11,5.8363636363636369
nick jonas,actor,11,5.8363636363636369
aaron ashmore,actor,8,5.8374999999999995
arbaaz khan,actor,24,5.8374999999999995
patrick john flueger,actor,8,5.8374999999999995
diego martín,actor,8,5.8374999999999995
sumeet vyas,actor,8,5.8375
soon-tek oh,actor,8,5.8375
jannik schümann,actor,8,5.8375
robert maillet,actor,8,5.8375
sean gunn,actor,8,5.8375
danny ramirez,actor,8,5.8375
ennio antonelli,actor,8,5.8375
nicolas maury,actor,8,5.8375
kj apa,actor,8,5.8375
doug jones,actor,29,5.8379310344827591
dougray scott,actor,26,5.8384615384615381
peter stormare,actor,66,5.83939393939394
gabriel casseus,actor,10,5.839999999999999
noah silver,actor,5,5.84
bharat dabholkar,actor,10,5.84
miguel fernandes,actor,5,5.84
philip tan,actor,5,5.84
garry marshall,actor,5,5.84
àlex monner,actor,10,5.84
franklyn ajaye,actor,5,5.84
luis molteni,actor,5,5.84
utkarsh sharma,actor,5,5.84
david schütter,actor,5,5.84
joseph maher,actor,10,5.84
john waters,actor,10,5.84
johannes kuhnke,actor,5,5.84
paul barber,actor,5,5.84
ahmet kural,actor,10,5.84
tom virtue,actor,5,5.84
brandon keener,actor,5,5.84
ryan eggold,actor,5,5.8400000000000007
alan cox,actor,5,5.8400000000000007
obba babatundé,actor,15,5.8400000000000007
vivek mushran,actor,5,5.8400000000000007
benedict garrett,actor,5,5.8400000000000007
anthony michael hall,actor,21,5.8428571428571416
matt servitto,actor,7,5.8428571428571425
jayaprakash reddy,actor,14,5.8428571428571425
arlen escarpeta,actor,7,5.8428571428571425
robert f. lyons,actor,7,5.8428571428571425
will brittain,actor,7,5.8428571428571425
paul campbell,actor,7,5.8428571428571425
alican yücesoy,actor,7,5.8428571428571434
nick damici,actor,7,5.8428571428571434
don johnson,actor,30,5.8433333333333346
logan miller,actor,16,5.8437499999999991
michael sarrazin,actor,16,5.84375
chuck mccann,actor,9,5.8444444444444441
christopher berry,actor,9,5.8444444444444441
satish kaushik,actor,38,5.8447368421052639
christopher george,actor,11,5.8454545454545448
giri babu,actor,11,5.8454545454545457
austin stowell,actor,13,5.8461538461538467
scott haze,actor,15,5.8466666666666667
emory cohen,actor,20,5.8499999999999988
wolfgang novogratz,actor,4,5.85
deshun wang,actor,4,5.85
sebastian pigott,actor,4,5.85
m. night shyamalan,actor,4,5.85
darren mann,actor,4,5.85
andrew polk,actor,4,5.85
keith d. robinson,actor,6,5.85
michael teigen,actor,4,5.85
geoff revell,actor,4,5.85
brandon micheal hall,actor,4,5.85
dan renton skinner,actor,6,5.85
winston ntshona,actor,6,5.85
jimmy lynch,actor,4,5.85
dwight schultz,actor,6,5.85
baris falay,actor,4,5.85
rodney harvey,actor,4,5.85
iqbal theba,actor,4,5.85
hale appleman,actor,4,5.85
derek magyar,actor,4,5.85
falk hentschel,actor,6,5.85
rory nolan,actor,4,5.85
mark keller,actor,4,5.85
jake cherry,actor,6,5.85
noom diawara,actor,4,5.85
david dwyer,actor,4,5.85
andre hyland,actor,4,5.85
cody linley,actor,4,5.85
karl davies,actor,4,5.85
john mitchum,actor,4,5.85
uwe ochsenknecht,actor,18,5.85
russ conway,actor,4,5.85
tetsuya bessho,actor,4,5.85
piotr rogucki,actor,4,5.85
courtland mead,actor,4,5.85
ray panthaki,actor,10,5.85
j.b. smoove,actor,12,5.85
joe melia,actor,4,5.85
dani rovira,actor,12,5.85
jon van ness,actor,6,5.85
gil rogers,actor,4,5.85
edoardo pesce,actor,4,5.85
cullen douglas,actor,4,5.85
sergey burunov,actor,8,5.85
christopher cousins,actor,4,5.85
john wengraf,actor,6,5.85
daniel bacon,actor,4,5.85
tony azito,actor,4,5.85
arón piper,actor,4,5.85
colin cunningham,actor,4,5.85
miguel ángel muñoz,actor,4,5.85
jean-luc couchard,actor,6,5.85
kit harington,actor,12,5.85
raj bhansali,actor,4,5.85
goran visnjic,actor,18,5.85
yves rénier,actor,4,5.85
bryan batt,actor,10,5.8500000000000005
maxwell simkins,actor,4,5.8500000000000005
giovanni lombardo radice,actor,10,5.8500000000000005
conan lee,actor,4,5.8500000000000005
paul lambert,actor,4,5.8500000000000005
krunal pandit,actor,4,5.8500000000000005
raf baldassarre,actor,6,5.8500000000000005
elya baskin,actor,8,5.8500000000000005
ron white,actor,6,5.8500000000000005
mark l. taylor,actor,6,5.8500000000000005
meeko,actor,4,5.8500000000000005
reg varney,actor,4,5.8500000000000005
patrick timsit,actor,18,5.8500000000000005
ralph cotterill,actor,6,5.8500000000000005
harry lauter,actor,6,5.8500000000000005
alan cumming,actor,33,5.8515151515151507
john saxon,actor,31,5.8516129032258064
donal logue,actor,25,5.852
redin kingsley,actor,23,5.8521739130434787
fisher stevens,actor,21,5.8523809523809529
trevor devall,actor,15,5.8533333333333335
henry winkler,actor,13,5.8538461538461535
takehiro hira,actor,9,5.8555555555555561
michael gwisdek,actor,9,5.8555555555555561
jon rudnitsky,actor,9,5.8555555555555561
john cena,actor,25,5.855999999999999
gary busey,actor,37,5.8567567567567567
lance guest,actor,7,5.8571428571428568
peter butterworth,actor,14,5.8571428571428568
hakan salinmis,actor,7,5.8571428571428568
erik von detten,actor,7,5.8571428571428568
don blakely,actor,7,5.8571428571428568
vince edwards,actor,14,5.8571428571428577
hovik keuchkerian,actor,7,5.8571428571428577
stephen furst,actor,7,5.8571428571428577
jack noseworthy,actor,14,5.8571428571428577
harold j. stone,actor,12,5.8583333333333325
max thieriot,actor,12,5.8583333333333334
adam beach,actor,17,5.8588235294117634
chazz palminteri,actor,27,5.8592592592592583
dax shepard,actor,15,5.8599999999999994
david vadim,actor,5,5.8599999999999994
tony sirico,actor,5,5.8599999999999994
tim conway,actor,10,5.8599999999999994
philip akin,actor,5,5.8599999999999994
wheeler oakman,actor,5,5.8599999999999994
sharad s. kapoor,actor,5,5.8599999999999994
jerry levine,actor,5,5.8599999999999994
tim wilde,actor,5,5.8599999999999994
tom bosley,actor,5,5.8599999999999994
gregório duvivier,actor,5,5.86
david matranga,actor,5,5.86
ashley walters,actor,10,5.86
geng han,actor,5,5.86
tosin cole,actor,5,5.86
antonello fassari,actor,5,5.86
tom yi,actor,5,5.86
serkan ercan,actor,5,5.86
kay e. kuter,actor,5,5.86
ernie sabella,actor,5,5.86
daman mills,actor,5,5.86
leon,actor,10,5.86
koushik mahata,actor,5,5.86
richard h. cutting,actor,5,5.86
constantine gregory,actor,5,5.86
clayne crawford,actor,18,5.8611111111111116
rakesh bedi,actor,21,5.8619047619047624
d.b. sweeney,actor,21,5.8619047619047624
tom everett scott,actor,21,5.8619047619047624
tory kittles,actor,8,5.8624999999999989
simon delaney,actor,8,5.8625
vladimir epifantsev,actor,8,5.8625
spede pasanen,actor,8,5.8625
leo rossi,actor,8,5.8625
meat loaf,actor,16,5.8625000000000007
kerwin mathews,actor,11,5.8636363636363642
toby huss,actor,25,5.864
paul tylak,actor,14,5.8642857142857148
trevor morgan,actor,17,5.8647058823529408
lyle talbot,actor,17,5.8647058823529408
kumail nanjiani,actor,17,5.8647058823529417
roger moore,actor,26,5.865384615384615
christian clavier,actor,44,5.8659090909090912
jon cedar,actor,3,5.8666666666666663
ian dury,actor,3,5.8666666666666663
morten faldaas,actor,3,5.8666666666666663
kôji wada,actor,3,5.8666666666666663
jeremy child,actor,3,5.8666666666666663
paul birchard,actor,3,5.8666666666666663
rico alaniz,actor,3,5.8666666666666663
will sampson,actor,6,5.8666666666666663
lakis lazopoulos,actor,3,5.8666666666666663
borys szyc,actor,18,5.8666666666666663
johnny strong,actor,6,5.8666666666666663
enzo cerusico,actor,3,5.8666666666666663
ron donachie,actor,3,5.8666666666666663
jimmy garcia,actor,3,5.8666666666666663
philipp karner,actor,3,5.8666666666666663
kevin heffernan,actor,15,5.8666666666666663
vlad brumaru,actor,3,5.8666666666666663
pascal elso,actor,3,5.8666666666666663
johan h:son kjellgren,actor,3,5.8666666666666663
bibin george,actor,3,5.8666666666666663
luis induni,actor,3,5.8666666666666663
morné visser,actor,3,5.8666666666666663
shô aoyagi,actor,3,5.8666666666666663
sinbad,actor,9,5.8666666666666663
jon jon briones,actor,3,5.8666666666666663
jd mccrary,actor,3,5.8666666666666663
colin ferguson,actor,3,5.8666666666666663
adrián lastra,actor,6,5.8666666666666663
adal ramones,actor,3,5.8666666666666663
bartlomiej kotschedoff,actor,3,5.8666666666666663
eamon farren,actor,9,5.8666666666666663
heikki kinnunen,actor,3,5.8666666666666663
emrah kaman,actor,3,5.8666666666666663
stephen amell,actor,3,5.8666666666666663
josé thelman,actor,3,5.8666666666666663
ian virgo,actor,6,5.8666666666666663
paul mazursky,actor,15,5.8666666666666663
patrick gorman,actor,3,5.8666666666666663
ivan yankovskiy,actor,3,5.8666666666666663
william devlin,actor,3,5.8666666666666663
johan östling,actor,3,5.8666666666666663
eric braeden,actor,6,5.8666666666666663
jason antoon,actor,3,5.8666666666666663
hiroyuki watanabe,actor,3,5.8666666666666663
robert donnelly,actor,3,5.8666666666666663
jonathan taylor thomas,actor,6,5.8666666666666663
marc susini,actor,3,5.8666666666666663
lamar johnson,actor,6,5.8666666666666663
kevin jackson,actor,3,5.8666666666666663
warwick davis,actor,12,5.8666666666666663
jeremy luke,actor,3,5.8666666666666663
callum maloney,actor,3,5.8666666666666663
urs rechn,actor,3,5.8666666666666663
mick molloy,actor,3,5.8666666666666663
anand bharathi,actor,3,5.8666666666666663
varun kamal,actor,3,5.8666666666666663
jochen hägele,actor,3,5.8666666666666663
carlos casaravilla,actor,3,5.8666666666666663
lee bong-gyu,actor,3,5.8666666666666663
gerard parkes,actor,3,5.8666666666666663
artur busquets,actor,3,5.8666666666666663
lucky johnson,actor,3,5.8666666666666663
niyas backer,actor,3,5.8666666666666663
max martini,actor,15,5.8666666666666663
anderson .paak,actor,3,5.8666666666666663
mohit chadda,actor,3,5.8666666666666663
yuri suri,actor,3,5.8666666666666663
mike marshall,actor,3,5.8666666666666663
richard moir,actor,3,5.8666666666666663
mats långbacka,actor,3,5.8666666666666671
matthew newton,actor,3,5.8666666666666671
eric stonestreet,actor,6,5.8666666666666671
morris day,actor,3,5.8666666666666671
him law,actor,3,5.8666666666666671
vieslav krystyan,actor,3,5.8666666666666671
tak sakaguchi,actor,12,5.8666666666666671
james biberi,actor,6,5.8666666666666671
carmen argenziano,actor,18,5.8666666666666671
lincoln hoppe,actor,3,5.8666666666666671
ted adams,actor,3,5.8666666666666671
willie nelson,actor,12,5.8666666666666671
paterson joseph,actor,3,5.8666666666666671
shane jacobsen,actor,3,5.8666666666666671
brett donahue,actor,3,5.8666666666666671
stephen hogan,actor,3,5.8666666666666671
olavi ahonen,actor,3,5.8666666666666671
ian gomez,actor,9,5.8666666666666671
niall toibin,actor,3,5.8666666666666671
damon younger,actor,3,5.8666666666666671
kyle catlett,actor,3,5.8666666666666671
william ash,actor,3,5.8666666666666671
billy bryk,actor,3,5.8666666666666671
charlie david,actor,3,5.8666666666666671
peter rowsthorn,actor,3,5.8666666666666671
felix solis,actor,3,5.8666666666666671
stig engström,actor,6,5.8666666666666671
seppo pääkkönen,actor,3,5.8666666666666671
peter stebbings,actor,3,5.8666666666666671
aaron stanford,actor,9,5.8666666666666671
ian ho,actor,3,5.8666666666666671
bob grant,actor,3,5.8666666666666671
robert naylor,actor,3,5.8666666666666671
midhat khan,actor,3,5.8666666666666671
jaime lópez,actor,3,5.8666666666666671
shane johnson,actor,3,5.8666666666666671
christopher james baker,actor,6,5.8666666666666671
cyril lecomte,actor,6,5.8666666666666671
brion james,actor,33,5.8666666666666671
alberto lópez,actor,6,5.8666666666666671
warren christie,actor,3,5.8666666666666671
roland hedlund,actor,3,5.8666666666666671
michael man-kin chow,actor,3,5.8666666666666671
tony amoni,actor,3,5.8666666666666671
alan autry,actor,6,5.8666666666666671
yorgos pirpassopoulos,actor,3,5.8666666666666671
kel o'neill,actor,6,5.8666666666666671
adam ild rohweder,actor,3,5.8666666666666671
gabriel corrado,actor,3,5.8666666666666671
jack carter,actor,3,5.8666666666666671
tom atkins,actor,12,5.8666666666666671
karl glusman,actor,16,5.86875
brett gelman,actor,13,5.8692307692307688
robert joy,actor,13,5.8692307692307688
kevin james,actor,26,5.86923076923077
cameron mitchell,actor,39,5.86923076923077
paul hamy,actor,13,5.86923076923077
ege aydan,actor,10,5.8699999999999992
paul adelstein,actor,10,5.8699999999999992
nathan jones,actor,10,5.87
james faulkner,actor,24,5.8708333333333336
