person_name_norm,category,film_count,avg_rating
sela ward,actress,13,6.1076923076923082
danuta stenka,actress,12,6.1083333333333325
birthe neumann,actress,12,6.1083333333333334
lucy liu,actress,36,6.1083333333333334
nora dunn,actress,23,6.1086956521739122
senta berger,actress,11,6.1090909090909093
claude perron,actress,11,6.1090909090909093
jennifer o'neill,actress,11,6.1090909090909093
elisabeth moss,actress,31,6.1096774193548393
beatrice straight,actress,10,6.11
patricia medina,actress,10,6.11
rosa maria sardà,actress,10,6.11
kate beckinsale,actress,39,6.11025641025641
liza minnelli,actress,9,6.1111111111111116
teresa palmer,actress,26,6.111538461538462
jill clayburgh,actress,17,6.1117647058823525
smita jaykar,actress,17,6.1117647058823525
triptii dimri,actress,8,6.1125
charlayne woodard,actress,8,6.1125
amanda bynes,actress,8,6.1125
chloe webb,actress,8,6.1125
vanessa aspillaga,actress,8,6.1125000000000007
lulu wilson,actress,8,6.1125000000000007
melanie lynskey,actress,24,6.1125000000000016
zazie beetz,actress,15,6.1133333333333333
morfydd clark,actress,7,6.1142857142857139
patsy rowlands,actress,7,6.1142857142857139
barbara parkins,actress,7,6.1142857142857148
zuleikha robinson,actress,7,6.1142857142857148
kumi mizuno,actress,7,6.1142857142857148
liv lisa fries,actress,7,6.1142857142857148
preity g zinta,actress,28,6.1142857142857157
illeana douglas,actress,20,6.1149999999999993
margaret qualley,actress,20,6.115
cobie smulders,actress,13,6.1153846153846159
hande dogandemir,actress,6,6.1166666666666654
anne haney,actress,6,6.1166666666666663
lee purcell,actress,6,6.1166666666666663
rukshar dhillon,actress,6,6.1166666666666663
nada despotovich,actress,6,6.1166666666666663
anita page,actress,6,6.1166666666666663
mirnalini ravi,actress,6,6.1166666666666663
manuela vellés,actress,6,6.1166666666666663
lale basar,actress,6,6.1166666666666663
robinne lee,actress,6,6.1166666666666671
jessica capshaw,actress,6,6.1166666666666671
dawn french,actress,6,6.1166666666666671
joan sims,actress,29,6.1172413793103448
elizabeth perkins,actress,23,6.1173913043478274
tülin özen,actress,11,6.1181818181818182
constance wu,actress,11,6.1181818181818191
juliette lewis,actress,44,6.1181818181818191
wendy crewson,actress,27,6.1185185185185187
ellen david,actress,5,6.1199999999999992
teyonah parris,actress,10,6.12
claudia tagbo,actress,5,6.12
euridice axen,actress,5,6.12
olivia bonamy,actress,5,6.12
charlotte ubben,actress,5,6.12
mariko tsutsui,actress,5,6.12
jenny o'hara,actress,10,6.12
jane carr,actress,5,6.12
olivia crocicchia,actress,5,6.12
bhagyashri borse,actress,5,6.12
malin crépin,actress,5,6.12
elizabeth reaser,actress,15,6.120000000000001
barbara payton,actress,5,6.120000000000001
elane zhong,actress,5,6.120000000000001
anna kendrick,actress,38,6.1210526315789489
isha sharvani,actress,9,6.1222222222222218
lucy boynton,actress,9,6.1222222222222218
mia lyhne,actress,9,6.1222222222222218
alison doody,actress,9,6.1222222222222218
julia stiles,actress,31,6.1225806451612907
rosario dawson,actress,48,6.1229166666666668
deepa shankar,actress,13,6.1230769230769226
lily rabe,actress,13,6.1230769230769235
keke palmer,actress,17,6.1235294117647063
kishori ballal,actress,4,6.125
pixie davies,actress,4,6.125
ine marie wilmann,actress,4,6.125
claudette nevins,actress,4,6.125
heather goldenhersh,actress,4,6.125
padmini kolhapure,actress,4,6.125
robyn douglass,actress,4,6.125
fanny valette,actress,4,6.125
alba august,actress,4,6.125
anna lemarchand,actress,4,6.125
becky ann baker,actress,12,6.125
deborah theaker,actress,4,6.125
priyanka setia,actress,4,6.125
huang yi,actress,4,6.125
rukiya bernard,actress,4,6.125
cecilia ljung,actress,4,6.125
lara rossi,actress,4,6.125
nivedita bhattacharya,actress,4,6.125
takako fuji,actress,4,6.125
aulia sarah,actress,4,6.125
hilary heath,actress,4,6.125
gemma whelan,actress,4,6.125
jill melford,actress,4,6.125
alycia delmore,actress,4,6.125
silke,actress,4,6.125
jana pallaske,actress,8,6.125
cameron esposito,actress,4,6.125
flora montgomery,actress,4,6.125
inga busch,actress,4,6.125
chloë grace moretz,actress,43,6.1279069767441872
olivia hussey,actress,7,6.1285714285714281
zoe colletti,actress,7,6.1285714285714281
sanusha,actress,7,6.1285714285714281
anjanette comer,actress,7,6.128571428571429
regina king,actress,21,6.128571428571429
sinead matthews,actress,7,6.128571428571429
patty duke,actress,10,6.13
millie perkins,actress,13,6.1307692307692312
catherine zeta-jones,actress,25,6.1319999999999979
juno temple,actress,28,6.132142857142858
olga von luckwald,actress,3,6.1333333333333329
odessa young,actress,12,6.1333333333333329
luz cipriota,actress,3,6.1333333333333329
zoe levin,actress,3,6.1333333333333329
jessica sula,actress,3,6.1333333333333329
lydia andrei,actress,3,6.1333333333333329
susan blackwell,actress,3,6.1333333333333329
veenah naair,actress,3,6.1333333333333329
loles león,actress,9,6.1333333333333329
kamini kaushal,actress,6,6.1333333333333329
sylvia poorta,actress,3,6.1333333333333329
anna baryshnikov,actress,3,6.1333333333333329
yoshira escárrega,actress,3,6.1333333333333329
natalie martinez,actress,6,6.1333333333333329
anna enger ritch,actress,3,6.1333333333333329
gila golan,actress,3,6.1333333333333329
maria leite,actress,3,6.1333333333333329
joan rice,actress,3,6.1333333333333329
sulli choi,actress,3,6.1333333333333329
christine dye,actress,3,6.1333333333333329
michele carey,actress,3,6.1333333333333329
margo stilley,actress,3,6.1333333333333329
mia sinclair jenness,actress,6,6.1333333333333329
divya sripada,actress,3,6.1333333333333329
angelica lee,actress,6,6.1333333333333329
quinn shephard,actress,6,6.1333333333333329
danielle vitalis,actress,3,6.1333333333333329
tara subkoff,actress,6,6.1333333333333329
tawny newsome,actress,3,6.1333333333333329
ying qu,actress,3,6.1333333333333329
erin moriarty,actress,9,6.1333333333333329
jenifer emmanuel,actress,3,6.1333333333333337
nadia gray,actress,3,6.1333333333333337
angélica aragón,actress,9,6.1333333333333337
marta lubos,actress,3,6.1333333333333337
kumkum das,actress,3,6.1333333333333337
mara taquin,actress,3,6.1333333333333337
olivia newton-john,actress,6,6.1333333333333337
daniela lavender kingsley,actress,3,6.1333333333333337
camille guaty,actress,3,6.1333333333333337
barbara tabita,actress,3,6.1333333333333337
eloise hardt,actress,3,6.1333333333333337
sarah-sofie boussnina,actress,3,6.1333333333333337
juliet doherty,actress,3,6.1333333333333337
sophie arrick,actress,3,6.1333333333333337
mariana ximenes,actress,3,6.1333333333333337
hélène de saint-père,actress,3,6.1333333333333337
nadia farès,actress,6,6.1333333333333337
ragini khanna,actress,3,6.1333333333333337
catherine bell,actress,3,6.1333333333333337
catherine samie,actress,9,6.1333333333333337
agni scott,actress,3,6.1333333333333337
nirmiti sawant,actress,3,6.1333333333333337
erin daniels,actress,3,6.1333333333333337
kate jackson,actress,3,6.1333333333333337
magdalena rózczka,actress,3,6.1333333333333337
selenis leyva,actress,3,6.1333333333333337
peggy walton-walker,actress,3,6.1333333333333337
constance dowling,actress,3,6.1333333333333337
sophie marceau,actress,33,6.1333333333333337
tsubasa honda,actress,6,6.1333333333333337
bárbara mori,actress,6,6.1333333333333337
sheetal sheth,actress,3,6.1333333333333337
ariana neal,actress,3,6.1333333333333337
jenna davis,actress,3,6.1333333333333337
robin mcleavy,actress,3,6.1333333333333337
diana muldaur,actress,3,6.1333333333333337
rittika sen,actress,3,6.1333333333333337
pooja jhaveri,actress,3,6.1333333333333337
flora martínez,actress,3,6.1333333333333337
asia vieira,actress,3,6.1333333333333337
suzan farmer,actress,3,6.1333333333333337
pascale arbillot,actress,15,6.1333333333333337
renuka shahane,actress,3,6.1333333333333337
carla juri,actress,6,6.1333333333333337
mary birdsong,actress,3,6.1333333333333337
fay masterson,actress,9,6.1333333333333346
lillete dubey,actress,26,6.1346153846153832
carrie preston,actress,17,6.1352941176470583
michelle monaghan,actress,34,6.1352941176470583
barbara hale,actress,11,6.1363636363636358
amanda seyfried,actress,35,6.137142857142857
halle berry,actress,43,6.13720930232558
julie warner,actress,8,6.1375
erica schroeder,actress,16,6.1375
abby quinn,actress,8,6.1375
nancy fish,actress,8,6.1375
judith el zein,actress,8,6.1375
glynnis o'connor,actress,8,6.1375
bebe neuwirth,actress,16,6.1375
lynda boyd,actress,8,6.1375000000000011
karoline herfurth,actress,21,6.1380952380952376
dana barron,actress,5,6.14
jaime winstone,actress,5,6.14
marissa anita,actress,5,6.14
solène rigot,actress,5,6.14
daliah lavi,actress,10,6.14
kate jennings grant,actress,5,6.14
bernice stegers,actress,5,6.14
anabela moreira,actress,5,6.14
sandra drzymalska,actress,5,6.14
salli richardson-whitfield,actress,5,6.14
aditi sharma,actress,5,6.14
connie stevens,actress,10,6.14
hallee hirsh,actress,5,6.14
renée humphrey,actress,5,6.14
lili reinhart,actress,5,6.14
lucie debay,actress,5,6.14
madelyn cline,actress,5,6.14
vicky mcclure,actress,5,6.1400000000000006
ellen mcelduff,actress,5,6.1400000000000006
estelle harris,actress,5,6.1400000000000006
jasmine guy,actress,5,6.1400000000000006
fran ryan,actress,5,6.1400000000000006
kristina asmus,actress,5,6.1400000000000006
olympia dukakis,actress,20,6.1400000000000006
tamara hope,actress,5,6.1400000000000006
wendy makkena,actress,5,6.1400000000000006
céline sallette,actress,12,6.1416666666666657
myra lucretia taylor,actress,7,6.1428571428571423
ingrid pitt,actress,7,6.1428571428571423
veronica ngo,actress,7,6.1428571428571432
alexandra stewart,actress,14,6.1428571428571432
kirby howell-baptiste,actress,7,6.1428571428571432
julie carmen,actress,7,6.1428571428571432
loes haverkort,actress,7,6.1428571428571432
michèle laroque,actress,16,6.1437499999999989
julia garner,actress,16,6.14375
molly parker,actress,27,6.1444444444444439
maura tierney,actress,18,6.1444444444444439
sanaa lathan,actress,18,6.1444444444444439
taylor russell,actress,9,6.1444444444444439
denise gough,actress,9,6.1444444444444448
mar sodupe,actress,9,6.1444444444444448
hazel court,actress,9,6.1444444444444448
sabrina impacciatore,actress,9,6.1444444444444448
isla fisher,actress,29,6.1448275862068966
jeanette hain,actress,11,6.1454545454545446
amy birnbaum,actress,11,6.1454545454545455
ashley judd,actress,33,6.1454545454545464
laila berzins,actress,15,6.1466666666666674
blake lively,actress,17,6.1470588235294121
maría valverde,actress,19,6.1473684210526311
lisa kudrow,actress,27,6.14814814814815
monica bellucci,actress,45,6.1488888888888891
carmel johnson,actress,4,6.1499999999999995
suzanne shepherd,actress,10,6.1499999999999995
jacqueline bisset,actress,34,6.1499999999999995
eartha kitt,actress,6,6.1499999999999995
laila goody,actress,4,6.1499999999999995
kitty winn,actress,4,6.1499999999999995
meredith baxter,actress,4,6.1499999999999995
polly walker,actress,14,6.1499999999999995
jill eikenberry,actress,8,6.1499999999999995
ellen ten damme,actress,4,6.15
carol white,actress,6,6.15
concha velasco,actress,6,6.15
elisa sednaoui,actress,4,6.15
ayda aksel,actress,6,6.15
stéphanie cléau,actress,4,6.15
pilar lópez de ayala,actress,12,6.15
martine kelly,actress,6,6.15
blanche gardin,actress,10,6.15
heather matarazzo,actress,8,6.15
sofia carson,actress,8,6.15
namitha,actress,4,6.15
fabrizia sacchi,actress,6,6.15
natalia de molina,actress,12,6.15
dana hill,actress,6,6.15
asli enver,actress,4,6.15
katja küttner,actress,4,6.15
marceline hugot,actress,10,6.15
luca márkus,actress,4,6.15
irene miracle,actress,4,6.15
yuuki luna,actress,4,6.15
ekta sohini,actress,4,6.15
deepa sahi,actress,4,6.15
jean wallace,actress,6,6.15
zishan yang,actress,4,6.15
rj ananthi,actress,4,6.15
bea segura,actress,4,6.15
emayatzy corinealdi,actress,4,6.15
ahd,actress,4,6.15
sophie wu,actress,4,6.15
gro swantje kohlhof,actress,4,6.15
valeria lois,actress,4,6.15
fatma mohamed,actress,4,6.15
simratt kaur randhawa,actress,4,6.15
laura antonelli,actress,8,6.15
lucille benson,actress,4,6.15
frances o'connor,actress,20,6.1500000000000012
nayanthara,actress,53,6.1509433962264159
kasia smutniak,actress,17,6.1529411764705886
jess weixler,actress,17,6.1529411764705886
caroline dhavernas,actress,13,6.1538461538461542
amanda peet,actress,29,6.1551724137931041
ellen dorrit petersen,actress,9,6.155555555555555
jiao xu,actress,9,6.1555555555555559
emily beecham,actress,9,6.1555555555555568
paula kalenberg,actress,9,6.1555555555555568
camille cottin,actress,16,6.1562499999999991
béatrice dalle,actress,16,6.15625
patricia arquette,actress,30,6.1566666666666672
kiki layne,actress,7,6.1571428571428566
marie-philomène nga,actress,7,6.1571428571428566
mireille enos,actress,7,6.1571428571428566
valeria cavalli,actress,14,6.1571428571428566
brigitte bardot,actress,14,6.1571428571428566
clara colosimo,actress,7,6.1571428571428566
madeleine arthur,actress,7,6.1571428571428575
mimsy farmer,actress,14,6.1571428571428575
alice pol,actress,14,6.1571428571428575
jessica paré,actress,7,6.1571428571428575
matilda de angelis,actress,7,6.1571428571428575
olga boladz,actress,7,6.1571428571428575
lisa blount,actress,12,6.1583333333333332
parker posey,actress,39,6.1589743589743593
jenny wright,actress,10,6.1599999999999993
monica guerritore,actress,5,6.1599999999999993
june whitfield,actress,5,6.1599999999999993
andrea duro,actress,5,6.16
pragya nayan,actress,5,6.16
astrid whettnall,actress,5,6.16
sarah kaite coughlan,actress,5,6.16
rita bhaduri,actress,5,6.16
erin bethea,actress,5,6.16
florence foresti,actress,5,6.16
jacqueline chan,actress,5,6.16
hayley mcelhinney,actress,5,6.16
ginette garcin,actress,5,6.16
ann cusack,actress,5,6.16
cleo pires,actress,5,6.16
georgia groome,actress,5,6.16
donna duplantier,actress,5,6.16
honor blackman,actress,15,6.16
anita barone,actress,5,6.16
da'vine joy randolph,actress,13,6.161538461538461
imogen poots,actress,34,6.1617647058823524
gigi perreau,actress,8,6.1625
lynne thigpen,actress,8,6.1625
femi benussi,actress,8,6.1625000000000005
kate mckinnon,actress,17,6.1647058823529406
katja riemann,actress,17,6.1647058823529406
susana abaitua,actress,9,6.1666666666666661
saskia wickham,actress,3,6.1666666666666661
anita meet,actress,3,6.1666666666666661
ia langhammer,actress,6,6.1666666666666661
florence marly,actress,3,6.1666666666666661
halley feiffer,actress,6,6.1666666666666661
amanda peterson,actress,3,6.1666666666666661
sami gayle,actress,6,6.1666666666666661
shin sae-kyeong,actress,3,6.1666666666666661
annabelle gurwitch,actress,3,6.1666666666666661
hayley mcfarland,actress,3,6.1666666666666661
valérie quennessen,actress,3,6.1666666666666661
sílvia bel,actress,3,6.1666666666666661
tabitha st. germain,actress,18,6.1666666666666661
majandra delfino,actress,3,6.1666666666666661
julia schacht,actress,3,6.1666666666666661
nadia litz,actress,3,6.1666666666666661
judith ivey,actress,18,6.1666666666666661
marika lindström,actress,3,6.1666666666666661
mila al zahrani,actress,3,6.1666666666666661
peggy lu,actress,3,6.166666666666667
lucie aron,actress,3,6.166666666666667
alanna ubach,actress,12,6.166666666666667
ingeborg uyt den boogaard,actress,3,6.166666666666667
rebecca scheja,actress,3,6.166666666666667
ally ioannides,actress,3,6.166666666666667
ruth miller,actress,3,6.166666666666667
mary nell santacroce,actress,3,6.166666666666667
sally gracie,actress,3,6.166666666666667
julia louis-dreyfus,actress,15,6.166666666666667
hande soral,actress,3,6.166666666666667
jenica bergere,actress,3,6.166666666666667
asha sachdev,actress,3,6.166666666666667
parvathy krishna,actress,3,6.166666666666667
nance o'neil,actress,3,6.166666666666667
elizabeth gracen,actress,3,6.166666666666667
marjie lawrence,actress,3,6.166666666666667
jo ann harris,actress,3,6.166666666666667
ronni ancona,actress,3,6.166666666666667
andrea baker,actress,3,6.166666666666667
katinka lærke petersen,actress,3,6.166666666666667
linda rybová,actress,3,6.166666666666667
setareh pesyani,actress,6,6.166666666666667
claudia lobo,actress,3,6.166666666666667
helen mack,actress,3,6.166666666666667
marjut maristo,actress,3,6.166666666666667
constance shulman,actress,3,6.166666666666667
charlotte spencer,actress,3,6.166666666666667
duangjai hiransri,actress,3,6.166666666666667
june clyde,actress,3,6.166666666666667
jiah khan,actress,3,6.166666666666667
ursula howells,actress,3,6.166666666666667
andrée damant,actress,3,6.166666666666667
maría pujalte,actress,6,6.166666666666667
jobeth williams,actress,21,6.166666666666667
kim raver,actress,3,6.166666666666667
noémie nakai,actress,3,6.166666666666667
sigrid bouaziz,actress,3,6.166666666666667
katrina begin,actress,3,6.166666666666667
nasrin pakkho,actress,3,6.166666666666667
hilde weissner,actress,3,6.166666666666667
joyce easton,actress,3,6.166666666666667
deirdre molloy,actress,3,6.166666666666667
sutatta udomsilp,actress,3,6.166666666666667
kim gyu-ri,actress,9,6.166666666666667
lee si-young,actress,3,6.166666666666667
gaye gürsel,actress,3,6.166666666666667
tara karsian,actress,3,6.166666666666667
dorothy fielding,actress,3,6.166666666666667
lydia look,actress,3,6.166666666666667
sophie stewart,actress,3,6.166666666666667
élodie bollée,actress,3,6.166666666666667
kathleen freeman,actress,22,6.168181818181818
sushma seth,actress,19,6.1684210526315786
kelly mcgillis,actress,16,6.1687499999999993
ha ji-won,actress,13,6.1692307692307686
jane curtin,actress,13,6.1692307692307695
marsha timothy,actress,7,6.1714285714285708
hatice aslan,actress,7,6.1714285714285717
kalairani,actress,7,6.1714285714285717
ashley laurence,actress,7,6.1714285714285717
kali rocha,actress,7,6.1714285714285717
nichola burley,actress,7,6.1714285714285717
joan hickson,actress,7,6.1714285714285726
alia shawkat,actress,22,6.172727272727272
isabella ferrari,actress,11,6.1727272727272728
kathryn newton,actress,11,6.1727272727272728
ana de la reguera,actress,11,6.1727272727272728
fionnula flanagan,actress,31,6.1741935483870956
jennifer beals,actress,24,6.1749999999999989
sadiya siddiqui,actress,4,6.1749999999999989
barbara tissier,actress,4,6.175
katarzyna bargielowska,actress,4,6.175
sheila gish,actress,4,6.175
marilú marini,actress,4,6.175
barbara babcock,actress,8,6.175
twiggy,actress,4,6.175
maria debska,actress,4,6.175
tosca d'aquino,actress,4,6.175
racheal ofori,actress,4,6.175
lucy deakins,actress,4,6.175
marisol membrillo,actress,4,6.175
donna mitchell,actress,4,6.175
kanna hashimoto,actress,12,6.175
sana khan,actress,4,6.175
angeliki papoulia,actress,8,6.175
laurie holden,actress,8,6.175
christine horne,actress,4,6.175
jodi balfour,actress,4,6.175
caroline aaron,actress,20,6.175
évelyne dandry,actress,4,6.175
sarah goldberg,actress,4,6.1750000000000007
dominique boschero,actress,4,6.1750000000000007
constance dollé,actress,4,6.1750000000000007
marina bellati,actress,4,6.1750000000000007
farida rahouadj,actress,4,6.1750000000000007
laëtitia eïdo,actress,4,6.1750000000000007
ruby stokes,actress,4,6.1750000000000007
shu qi,actress,33,6.1757575757575767
aliki vougiouklaki,actress,13,6.1769230769230763
judith godrèche,actress,13,6.1769230769230772
agnieszka grochowska,actress,13,6.1769230769230781
trish van devere,actress,9,6.1777777777777771
erika blanc,actress,9,6.1777777777777771
kelly lin,actress,9,6.1777777777777771
bridget fonda,actress,27,6.177777777777778
beyoncé,actress,9,6.177777777777778
madhuri dixit,actress,32,6.1781250000000005
geraldine viswanathan,actress,14,6.1785714285714279
josiane balasko,actress,28,6.17857142857143
gisella burinato,actress,5,6.18
ruth bradley,actress,5,6.18
julie ferrier,actress,5,6.18
nancy kovack,actress,5,6.18
ashleigh ball,actress,15,6.18
janel moloney,actress,5,6.18
kim bo-ra,actress,5,6.18
nan martin,actress,5,6.18
bree turner,actress,5,6.18
madisen beaty,actress,5,6.18
eriko hatsune,actress,5,6.18
ambra angiolini,actress,5,6.18
susanna thompson,actress,5,6.18
danielle brooks,actress,5,6.18
camille coduri,actress,5,6.18
rachana narayanankutty,actress,5,6.18
patty mccormack,actress,5,6.18
ramsay ames,actress,5,6.1800000000000006
greta scacchi,actress,26,6.1807692307692292
brie larson,actress,27,6.1814814814814811
suzy amis,actress,11,6.1818181818181808
anne pitoniak,actress,11,6.1818181818181817
olivia côte,actress,11,6.1818181818181817
inuko inuyama,actress,6,6.1833333333333327
diane venora,actress,18,6.1833333333333327
marie-christine adam,actress,6,6.1833333333333327
mary louise wilson,actress,6,6.1833333333333327
january jones,actress,12,6.1833333333333327
jacqueline kim,actress,6,6.1833333333333336
marie versini,actress,6,6.1833333333333336
natasha richardson,actress,18,6.1833333333333336
amy wright,actress,12,6.1833333333333336
lynn collins,actress,18,6.1833333333333336
samyuktha menon,actress,12,6.1833333333333336
eve hewson,actress,6,6.1833333333333336
anita strindberg,actress,6,6.1833333333333336
mizuki yamamoto,actress,7,6.1857142857142851
mónica del carmen,actress,7,6.1857142857142851
anne coesens,actress,7,6.1857142857142859
isabel jeans,actress,7,6.1857142857142859
zohra sehgal,actress,7,6.1857142857142859
cassie yates,actress,7,6.1857142857142859
lene nystrøm,actress,7,6.1857142857142859
tatiana maslany,actress,14,6.1857142857142868
mckenna grace,actress,16,6.1874999999999991
deepika amin,actress,8,6.1875
eleanor tomlinson,actress,8,6.1875
chloe coleman,actress,8,6.1875
karole rocher,actress,8,6.1875
julie bovasso,actress,8,6.1875
linda fiorentino,actress,18,6.1888888888888882
karin dor,actress,9,6.1888888888888891
mink stole,actress,20,6.19
jacqueline obradors,actress,10,6.19
valérie lemercier,actress,21,6.1904761904761916
amy landecker,actress,11,6.1909090909090905
jella haase,actress,11,6.1909090909090914
robin weigert,actress,11,6.1909090909090914
aishwarya lekshmi,actress,22,6.1909090909090914
christiane paul,actress,11,6.1909090909090914
elaine stritch,actress,12,6.1916666666666664
ayelet zurer,actress,12,6.1916666666666673
seda bakan,actress,12,6.1916666666666673
grace antony,actress,14,6.1928571428571422
pamela reed,actress,14,6.1928571428571431
minnie driver,actress,31,6.193548387096774
chloë sevigny,actress,33,6.1939393939393925
lauren graham,actress,18,6.1944444444444446
mary beth hurt,actress,18,6.1944444444444455
nushrratt bharuccha,actress,19,6.1947368421052618
lynn redgrave,actress,19,6.1947368421052627
paula patton,actress,17,6.1999999999999984
maya hasan,actress,3,6.1999999999999993
behnaz jafari,actress,7,6.1999999999999993
yasemin yalçin,actress,4,6.1999999999999993
inayat verma,actress,4,6.1999999999999993
katie o'grady,actress,3,6.1999999999999993
barbara steele,actress,24,6.1999999999999993
ioana abur,actress,3,6.1999999999999993
verónica forqué,actress,6,6.1999999999999993
yui ichikawa,actress,10,6.1999999999999993
neelam kothari,actress,4,6.1999999999999993
rukmini vijayakumar,actress,3,6.1999999999999993
esther garrel,actress,8,6.1999999999999993
putri marino,actress,3,6.1999999999999993
zehra fazal,actress,5,6.1999999999999993
valentina bellè,actress,4,6.1999999999999993
georgia engel,actress,5,6.1999999999999993
vivian wu,actress,12,6.1999999999999993
greta gerwig,actress,19,6.1999999999999993
marie jung,actress,4,6.1999999999999993
aparna nancherla,actress,4,6.1999999999999993
yana marinova,actress,4,6.1999999999999993
maria cumani quasimodo,actress,4,6.1999999999999993
maria järvenhelmi,actress,6,6.1999999999999993
marian seldes,actress,11,6.2
subbalakshmi,actress,3,6.2
manon kneusé,actress,3,6.2
nidhi singh,actress,3,6.2
marin kanter,actress,3,6.2
savannah smith boucher,actress,3,6.2
sarika singh,actress,4,6.2
alexandra auder,actress,3,6.2
kiara glasco,actress,3,6.2
ine f. jansen,actress,3,6.2
deborah grover,actress,4,6.2
fulya özcan,actress,3,6.2
jean vander pyl,actress,3,6.2
valerie perrine,actress,13,6.2
andrea king,actress,10,6.2
ursula andress,actress,13,6.2
dorothy ford,actress,3,6.2
ashwini bhave,actress,4,6.2
fadia nadda,actress,3,6.2
lotus long,actress,3,6.2
margaret umbers,actress,3,6.2
laura gordon,actress,3,6.2
minae noji,actress,4,6.2
natalie madueño,actress,3,6.2
bing bai,actress,4,6.2
nancy kwan,actress,8,6.2
eve lindley,actress,3,6.2
carrie brownstein,actress,3,6.2
cybill shepherd,actress,17,6.2
elisa tovati,actress,4,6.2
jennifer aniston,actress,35,6.2
bárbara goenaga,actress,5,6.2
lali gonzalez,actress,3,6.2
inga strelkova-oboldina,actress,3,6.2
elizabeth berridge,actress,6,6.2
lauren tewes,actress,3,6.2
chloe franks,actress,3,6.2
charin alvarez,actress,3,6.2
nagma,actress,11,6.2
irene escolar,actress,8,6.2
carmen beato,actress,3,6.2
linda lawson,actress,4,6.2
stéphane caillard,actress,3,6.2
gia carides,actress,10,6.2
kunika sadanand,actress,5,6.2
bea alonzo,actress,3,6.2
licinia lentini,actress,3,6.2
laetitia casta,actress,11,6.2
claire tran,actress,4,6.2
olga lapshina,actress,5,6.2
seiko iwaidô,actress,3,6.2
elisa di eusanio,actress,3,6.2
hannah ware,actress,3,6.2
maria dinulescu,actress,4,6.2
mary dean,actress,6,6.2
shoshannah stern,actress,3,6.2
patience collier,actress,4,6.2
laura brent,actress,4,6.2
sterling jerins,actress,4,6.2
funda eryigit,actress,6,6.2
ophelia lovibond,actress,9,6.2
cristina pereira,actress,3,6.2
ni yan,actress,9,6.2
noémie lvovsky,actress,25,6.2
ximena sariñana,actress,3,6.2
kiran sonia sawar,actress,3,6.2
annazette chase,actress,4,6.2
phyllis allen,actress,3,6.2
leeanna walsman,actress,3,6.2
susan peretz,actress,3,6.2
marit andreassen,actress,3,6.2
elle graham,actress,3,6.2
clare greet,actress,3,6.2
cathy belton,actress,5,6.2
francesca inaudi,actress,5,6.2
michelle wai,actress,4,6.2
penny downie,actress,3,6.2
anne jackson,actress,7,6.2
mara junot,actress,3,6.2
ümmü putgül,actress,3,6.2
kimberly williams-paisley,actress,17,6.2
maru valdivielso,actress,3,6.2
liya medvedeva,actress,3,6.2
park hee-bon,actress,3,6.2
sue lyon,actress,7,6.2
naya rivera,actress,7,6.2
sheryl lee,actress,12,6.2
nina andresen borud,actress,3,6.2
kierston wareing,actress,9,6.2
vicki lewis,actress,8,6.2
louise cardoso,actress,3,6.2
shreya narayan,actress,3,6.2
margot bancilhon,actress,3,6.2
jennifer macdonald,actress,3,6.2
chloe east,actress,3,6.2
elizabeth alexander,actress,3,6.2
whitney goin,actress,4,6.2
anki lidén,actress,6,6.2
viharika chowdary,actress,3,6.2
sandra bullock,actress,44,6.2
pimchanok luevisadpaibul,actress,6,6.2
joyce taylor,actress,3,6.2
domitilla d'amico,actress,5,6.2
anna ukolova,actress,4,6.2
asha bhat,actress,3,6.2
ann petrén,actress,6,6.2
yûko araki,actress,3,6.2
wendy braun,actress,3,6.2
rebecca dayan,actress,3,6.2
mitra hajjar,actress,4,6.2
bessie love,actress,9,6.2
ellie bamber,actress,7,6.2
tovah feldshuh,actress,9,6.2000000000000011
ellen wong,actress,4,6.2000000000000011
angelina jolie,actress,41,6.2024390243902427
maya rudolph,actress,35,6.202857142857142
alison brie,actress,23,6.2043478260869573
jennifer ehle,actress,30,6.206666666666667
maria dizzia,actress,15,6.2066666666666679
kajal aggarwal,actress,43,6.2069767441860453
kate ashfield,actress,12,6.208333333333333
marilu henner,actress,12,6.2083333333333339
anne reid,actress,11,6.209090909090909
antje traue,actress,11,6.209090909090909
ruth wilson,actress,10,6.21
britt robertson,actress,20,6.2100000000000009
ally sheedy,actress,18,6.2111111111111112
oona laurence,actress,9,6.2111111111111112
jackie burroughs,actress,8,6.2124999999999995
tsilla chelton,actress,7,6.2142857142857135
liza lapira,actress,7,6.2142857142857144
beanie feldstein,actress,7,6.2142857142857144
susan anspach,actress,7,6.2142857142857144
jodie turner-smith,actress,7,6.2142857142857144
sabrina ouazani,actress,14,6.2142857142857153
shalini pandey,actress,7,6.2142857142857153
veronica taylor,actress,41,6.2146341463414645
carrie-anne moss,actress,27,6.2148148148148143
poonam dhillon,actress,13,6.2153846153846146
sylva koscina,actress,13,6.2153846153846146
camélia jordana,actress,6,6.2166666666666659
karin konoval,actress,6,6.2166666666666659
brenda joyce,actress,6,6.2166666666666659
lim ji-yeon,actress,6,6.2166666666666668
brooklyn decker,actress,6,6.2166666666666668
allison williams,actress,6,6.2166666666666668
muthumani,actress,6,6.2166666666666668
valerie chow,actress,6,6.2166666666666668
stefania lavie owen,actress,6,6.2166666666666668
