tconst,primaryTitle,startYear,runtimeMinutes,genres,movie_engagement_score,actor_actress_engagement_score,writer_engagement_score,director_engagement_score,cluster_kmeans
tt0099088,Back to the Future Part III,1990,118,"Adventure,Comedy,Sci-Fi",42.80904918689836,44.22231381059734,40.8438618763778,42.29640694667146,4
tt0102926,The Silence of the Lambs,1991,118,"Crime,Drama,Horror",53.534016487196766,46.511904690381066,43.58789077578525,40.57789499210158,5
tt0103074,Thelma & Louise,1991,130,"Adventure,Crime,Drama",40.09308412712002,45.19706283091544,39.35216914827244,42.6147060423672,4
tt0101410,Barton Fink,1991,116,"Comedy,Drama,Thriller",38.97158311633686,42.07004753793828,40.93203738661269,42.22062471876591,3
tt0101414,Beauty and the Beast,1991,84,"Animation,Family,Fantasy",45.58780396629481,43.28459950671101,41.9298179095177,38.832581342676846,4
tt0105236,Reservoir Dogs,1992,99,"Crime,Thriller",50.31217643568298,47.527796720116285,45.388783297014655,49.5258346859888,1
tt0104694,A League of Their Own,1992,128,"Comedy,Drama,Sport",37.79340399030139,40.633489095903435,39.46639303837,39.291583716304366,0
tt0103873,Dead Alive,1992,104,"Comedy,Fantasy,Horror",37.76806378287014,40.24567941287911,43.08449943385689,44.5098113570713,3
tt0107822,The Piano,1993,121,"Drama,Music,Romance",37.49543671289318,43.34283415648792,39.00140048408371,39.489902873985365,0
tt0110322,Legends of the Fall,1994,133,"Drama,Romance,War",39.689260503491006,43.901891162314485,37.88420458301786,41.54489197128439,0
tt0112573,Braveheart,1995,178,"Biography,Drama,War",50.290209921878336,45.17192093538307,39.549325202436656,42.14200318792973,4
tt0114746,12 Monkeys,1995,129,"Mystery,Sci-Fi,Thriller",46.6180286002914,43.25273280074597,44.785055591814896,42.8536982718031,2
tt0112384,Apollo 13,1995,140,"Adventure,Drama,History",42.50812668515365,43.742061781700336,44.4310337033582,41.06433816103476,3
tt0116209,The English Patient,1996,162,"Drama,Romance,War",39.403952072671615,42.03369474105735,42.62771591725327,41.0110959523275,3
tt0118971,The Devil's Advocate,1997,144,"Drama,Fantasy,Mystery",42.28652720179083,44.51775570709679,40.03960434088831,41.9934200618045,4
tt0119698,Princess Mononoke,1997,133,"Adventure,Animation,Fantasy",47.09774102039949,43.482496531277725,43.45859191526273,45.52804867313239,2
tt0120863,The Thin Red Line,1998,170,"Drama,History,War",40.446256532426126,44.7868675011422,40.76687474175198,40.81719395798213,4
tt0118929,Dark City,1998,100,"Fantasy,Mystery,Sci-Fi",40.64951386158988,42.425512838435935,38.44317289283429,39.48955059830136,0
tt0154506,Following,1998,69,"Crime,Mystery,Thriller",37.24912072770351,47.7598511600137,51.84675063618215,51.89965548377008,1
tt0132477,October Sky,1999,108,"Biography,Drama,Family",39.285425156493325,44.94881210555352,43.15554789378046,39.338867913643135,3
tt0120689,The Green Mile,1999,189,"Crime,Drama,Fantasy",53.17281285762087,48.54256506112444,40.92902920359228,49.131354684928695,5
tt0158983,"South Park: Bigger, Longer & Uncut",1999,81,"Animation,Comedy,Fantasy",41.18068755941957,42.24034481838082,38.26158716384069,41.28959750735617,0
tt0162661,Sleepy Hollow,1999,105,"Fantasy,Horror,Mystery",40.95847961128925,43.5950178897442,39.902146771197,42.93650071915469,3
tt0190590,"O Brother, Where Art Thou?",2000,107,"Adventure,Comedy,Crime",42.65916821014307,43.2633582507574,40.89629219970716,42.96801775378268,4
tt0162222,Cast Away,2000,143,"Adventure,Drama,Romance",45.48345670915558,43.10814173932638,40.34937190253686,42.00690232252113,4
tt0168629,Dancer in the Dark,2000,135,"Crime,Drama,Musical",40.19366940819644,42.750572225094366,38.5599628194272,39.1547297014883,0
tt0203009,Moulin Rouge!,2001,127,"Drama,Musical,Romance",41.74213345064472,41.38596517274558,41.76430060172592,43.71564103320152,3
tt0240772,Ocean's Eleven,2001,116,"Crime,Thriller",44.81418500100095,45.47039441623343,41.056004619550016,40.74851319581144,4
tt0211915,Amélie,2001,122,"Comedy,Romance",49.12539375383773,45.00550557164309,42.24614000335133,41.67907772142714,5
tt0230600,The Others,2001,104,"Horror,Mystery,Thriller",42.73608157445766,41.776918663133785,41.078199292260685,41.16757037458166,4
tt0265086,Black Hawk Down,2001,144,"Action,Drama,History",43.50969375221455,42.512651479320326,41.15591838548509,41.55310325960972,4
tt0268978,A Beautiful Mind,2001,135,"Biography,Drama,Mystery",49.335126507760975,47.271494771814005,45.09138745610717,42.02372174036617,5
tt0120679,Frida,2002,123,"Biography,Drama,Romance",36.520887055715775,40.78674838806957,38.65200074869941,39.30887270040352,0
tt0289043,28 Days Later,2002,113,"Drama,Horror,Sci-Fi",42.90440697028848,43.86472466959798,42.26683223157502,43.14309582661988,3
tt0258463,The Bourne Identity,2002,119,"Action,Mystery,Thriller",45.09109528211855,45.13452053918501,40.86599510509428,40.13726422550419,4
tt0181689,Minority Report,2002,145,"Action,Crime,Mystery",43.98126256932699,42.040786810820215,43.04795505474026,44.04554780109496,3
tt0364569,Oldboy,2003,120,"Action,Drama,Mystery",48.51199056288256,43.80273483848356,42.897623531050016,40.56082915087696,4
tt0308644,Finding Neverland,2004,106,"Biography,Drama,Family",40.54354423430366,45.1476237533058,42.47485718872473,42.476166726482965,3
tt0372183,The Bourne Supremacy,2004,108,"Action,Mystery,Thriller",43.92287087373492,46.20441339567228,41.751707415768735,43.39957289333335,2
tt0365748,Shaun of the Dead,2004,99,"Comedy,Horror",45.23694191153182,42.69587031391061,43.00967411068941,43.90994412921161,2
tt0387564,Saw,2004,103,"Horror,Mystery,Thriller",43.318891888116156,39.8823747336333,38.00010883612018,39.666260301727874,0
tt0338013,Eternal Sunshine of the Spotless Mind,2004,108,"Drama,Romance,Sci-Fi",50.33516289446036,47.937754789941216,44.83613972002337,41.83194831021143,5
tt0352248,Cinderella Man,2005,144,"Biography,Drama,Romance",42.524891457463376,43.69148179053887,40.90358368631508,39.92427934599917,4
tt0401792,Sin City,2005,124,"Crime,Thriller",47.28934186622875,45.34541586166148,37.25900410921403,41.9971146636149,4
tt0416320,Match Point,2005,124,"Drama,Romance,Thriller",40.84219115400582,44.19346750544659,39.7569770555444,41.29690233116837,4
tt0121164,Corpse Bride,2005,77,"Animation,Comedy,Drama",40.76639680221756,44.86254506714901,43.66138415706287,44.791069955517855,2
tt0373469,Kiss Kiss Bang Bang,2005,103,"Comedy,Crime,Mystery",39.90336717144218,41.61106092454738,39.06141917351357,38.911106589748506,0
tt0457430,Pan's Labyrinth,2006,118,"Drama,Fantasy,War",48.11411272346958,42.36402860229799,41.51502727868579,42.26129950944541,4
tt0450259,Blood Diamond,2006,143,"Adventure,Drama,Thriller",46.323097718119904,46.46447825934228,44.441999556137446,43.27393698958065,2
tt0443543,The Illusionist,2006,110,"Drama,Fantasy,Mystery",42.0231847573092,43.832702679611046,40.050185189492325,39.68609259686059,4
tt0396171,Perfume: The Story of a Murderer,2006,147,"Crime,Drama,Fantasy",40.80888272010392,39.76301613979206,37.29793318596746,39.55637834248059,0
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007,116,"Drama,Horror,Musical",40.91623992989828,43.744999173051646,43.76205375362596,42.50976026574242,3
tt0440963,The Bourne Ultimatum,2007,115,"Action,Mystery,Thriller",46.6460485402124,44.06379311236575,41.17358889602288,42.57815253819143,4
tt0373889,Harry Potter and the Order of the Phoenix,2007,138,"Action,Adventure,Family",43.75667178920887,45.85583420393608,44.27971835832134,43.919001024089454,2
tt0425112,Hot Fuzz,2007,121,"Action,Comedy,Mystery",44.83428742706671,45.69830295826568,43.44675761912468,44.35617658346828,2
tt0986264,Like Stars on Earth,2007,162,"Drama,Family",44.45307679615712,42.325656827755445,37.398441380384405,46.74805172548052,4
tt0486655,Stardust,2007,127,"Adventure,Fantasy,Romance",41.57811285931896,43.379385271276874,43.86457412560952,43.034611003974206,3
tt0462322,Grindhouse,2007,191,"Horror,Thriller",39.68606559532482,41.23242964491472,38.840624113729355,39.369407343800496,0
tt0887912,The Hurt Locker,2008,131,"Drama,Thriller,War",42.681273102561086,45.6595786372167,45.070567824663726,42.57554908779814,2
tt0409459,Watchmen,2009,162,"Action,Drama,Mystery",43.94248087087852,42.96375273429924,41.00518740588516,40.498201830410125,4
tt0327597,Coraline,2009,100,"Animation,Drama,Family",42.650100573857294,41.2286105626204,40.39125505425808,39.95523561795108,0
tt1156398,Zombieland,2009,88,"Action,Comedy,Horror",43.63148246111829,40.98109937210855,39.10010545211031,39.438355320872674,0
tt0978762,Mary and Max,2009,92,"Animation,Comedy,Drama",42.92713858318952,44.08993589769079,47.366890592789424,47.366890592789424,2
tt0988045,Sherlock Holmes,2009,128,"Action,Adventure,Mystery",43.83149055302744,44.79724308204974,40.205180991187675,43.21714306240749,4
tt0361748,Inglourious Basterds,2009,153,"Adventure,Drama,War",52.40885592817255,46.948869850871525,49.32716377182743,49.79227719169431,1
tt0417741,Harry Potter and the Half-Blood Prince,2009,153,"Action,Adventure,Family",44.143850635106766,47.4123257976718,46.33447848505844,44.15957076403934,2
tt1315981,A Single Man,2009,99,"Drama,Romance,Thriller",38.12694144590672,43.025410987085046,42.32644060930184,44.5773923482011,3
tt0446029,Scott Pilgrim vs. the World,2010,112,"Action,Comedy,Fantasy",42.67338476179634,42.52578621203784,43.114931379707,43.27712519104912,3
tt1255953,Incendies,2010,131,"Drama,Mystery,War",44.65850080005971,41.694726304464645,39.6611671432974,42.70474238451223,4
tt1250777,Kick-Ass,2010,117,"Action,Comedy,Crime",43.997779289183725,40.76977051399268,41.157417886689146,42.50305096098312,3
tt1023114,The Way Back,2010,133,"Adventure,Drama,History",37.23994322386742,43.12048101690693,41.10801810614004,40.17002739207927,3
tt1588170,I Saw the Devil,2010,144,"Action,Thriller",40.61715307999487,40.8214776044148,37.84116252592761,37.53657999114234,0
tt1515091,Sherlock Holmes: A Game of Shadows,2011,129,"Action,Adventure,Mystery",42.15676620015268,45.261566119235006,40.97862996009633,43.1799903658812,4
tt0970179,Hugo,2011,126,"Adventure,Drama,Family",41.545752597428375,44.70299855246461,42.00629794373125,45.76295873544704,2
tt1219289,Limitless,2011,105,"Sci-Fi,Thriller",42.95834166809276,41.59952062671943,42.03190848184997,39.85699051690785,4
tt1605783,Midnight in Paris,2011,94,"Comedy,Fantasy,Romance",43.08254368671973,42.41884007275939,39.7033835618805,41.24123297606796,4
tt1540133,The Guard,2011,96,"Comedy,Crime,Thriller",36.51025532841081,42.81566850041156,39.22045969503349,39.51758438969284,0
tt1935179,Mud,2012,130,"Adventure,Drama",39.18411960261174,41.99224471831303,41.9700383488163,41.9700383488163,3
tt1707386,Les Misérables,2012,158,"Drama,Musical,Romance",41.65759641583136,45.22222496985225,46.244664321079995,42.17338473576955,2
tt0903624,The Hobbit: An Unexpected Journey,2012,169,"Adventure,Fantasy",46.49926223381585,48.28894436418275,46.324118351714425,49.308003176786805,1
tt1798709,Her,2013,126,"Drama,Romance,Sci-Fi",46.8379694977498,47.038307012981655,42.47873716211128,48.090260775997855,2
tt1170358,The Hobbit: The Desolation of Smaug,2013,161,"Adventure,Fantasy",45.7918475148544,47.75447184387061,46.21068769475527,49.18726608792908,1
tt0993846,The Wolf of Wall Street,2013,180,"Biography,Comedy,Crime",51.16402050457279,47.88485202211561,47.68131595901372,47.54333778137291,1
tt1535109,Captain Phillips,2013,134,"Action,Biography,Crime",44.54374562399212,46.14295808899533,43.68906483638857,42.730654059762486,2
tt2013293,The Wind Rises,2013,126,"Animation,Biography,Drama",39.314661440313856,40.31522010193791,42.661856894833015,44.69337388982506,3
tt2713180,Fury,2014,134,"Action,Drama,War",43.87889830645072,44.405792894743854,40.729212273393934,39.80094085410277,4
tt2980516,The Theory of Everything,2014,123,"Biography,Drama,Romance",43.9036686833282,43.86609491357239,43.94247509842571,39.95638420139307,4
tt2310332,The Hobbit: The Battle of the Five Armies,2014,144,"Adventure,Fantasy",42.79648037870932,48.10382447423731,46.23873165479271,49.21711644924879,2
tt3416742,What We Do in the Shadows,2014,86,"Comedy,Horror",40.46553201173596,39.762153371883,40.307933613937486,42.18130569633022,0
tt0816692,Interstellar,2014,169,"Adventure,Drama,Sci-Fi",55.55681092619975,46.00886238659076,52.65175537085552,51.28214060644286,1
tt2338151,PK,2014,153,"Comedy,Drama,Musical",43.23427711948315,44.1177254852354,39.6904451154649,44.82165532853613,4
tt2084970,The Imitation Game,2014,114,"Biography,Drama,Thriller",47.49918414577616,45.92021517284833,47.154852679755,43.93115930938044,2
tt1083452,Eddie the Eagle,2015,106,"Adventure,Biography,Comedy",36.6681498675971,41.11647467728865,42.50629269659275,40.38097806176312,3
tt3659388,The Martian,2015,144,"Adventure,Drama,Sci-Fi",47.954009163622935,45.999651594965975,47.7513718728236,43.08055354984949,2
tt5311514,Your Name.,2016,106,"Animation,Drama,Fantasy",46.8245952484136,43.69783074053518,42.82611339962772,42.93921958147549,2
tt4172430,13 Hours: The Secret Soldiers of Benghazi,2016,144,"Action,Drama,History",38.283620379702505,41.76502173186366,43.525107326707854,38.7876806789029,3
tt5215952,The Wailing,2016,156,"Drama,Horror",36.84373584319364,38.65741619027216,39.73998828493061,41.11033270854891,0
tt5323662,A Silent Voice: The Movie,2016,130,"Animation,Drama",41.96765455217693,42.6467783670922,41.9991928955691,40.885805069242416,3
tt3799694,The Nice Guys,2016,116,"Action,Comedy,Crime",41.48785047739792,43.75359277734233,40.61010244778164,40.0266239643365,4
tt1431045,Deadpool,2016,108,"Action,Comedy,Sci-Fi",48.723548680841226,45.48355886443733,41.15688551328584,44.7547188133398,5
tt3416532,A Monster Calls,2016,108,"Adventure,Drama,Family",36.92794884450034,39.009988338981366,40.7972014657152,42.34720266835528,0
tt1856101,Blade Runner 2049,2017,164,"Action,Drama,Mystery",46.92520398418666,45.90378589843954,43.321353754065015,47.55940142475588,2
tt1396484,It,2017,135,Horror,42.526131900066154,42.030589300897766,37.395567410906,38.16897809820407,0
tt1485796,The Greatest Showman,2017,105,"Biography,Drama,Musical",41.469899774947145,42.67983922059357,38.49189041831238,45.62001827355542,3
tt5013056,Dunkirk,2017,106,"Action,Drama,History",46.00351462992506,43.781876400882965,50.189257844526615,50.240471372939375,1
tt5052448,Get Out,2017,104,"Horror,Mystery,Thriller",45.999320903669066,44.618712225760525,38.408332634462376,44.19023217083305,4
tt4686844,The Death of Stalin,2017,107,"Comedy,Drama,History",37.17468322412928,41.86579642648744,40.586542938343776,41.35463467413569,0
tt2543472,Wonder,2017,113,"Drama,Family",41.7461471869663,42.364395645958425,41.59120546438058,41.81815976281321,3
tt7349662,BlacKkKlansman,2018,135,"Biography,Comedy,Crime",41.16678370626685,41.987596208755086,39.7933080277912,40.09531538225989,0
tt8108198,Andhadhun,2018,139,"Crime,Mystery,Thriller",41.426250066029674,38.924864482622425,38.24979771295583,39.264753172878606,0
tt6644200,A Quiet Place,2018,90,"Drama,Horror,Sci-Fi",43.56806493065682,42.16699504702208,38.484827205334135,40.3861911914365,4
tt1517451,A Star Is Born,2018,136,"Drama,Music,Romance",42.90770991434279,41.41756728997804,39.51925903030983,42.88030672498936,4
tt2584384,Jojo Rabbit,2019,108,"Comedy,Drama,War",44.86866449447759,42.73815602848397,45.73543580109792,44.04313789194913,2
tt8367814,The Gentlemen,2019,113,"Action,Comedy,Crime",44.063505257023614,43.49097614113117,44.68550303564557,42.360288739903226,2
tt8579674,1917,2019,119,"Action,Drama,War",48.175602072429015,43.699908528459936,44.66219047275582,46.29281940251302,2
tt10272386,The Father,2020,97,"Drama,Mystery",43.83526262028764,41.51573024127904,38.55940021619635,43.39777667888369,4
tt9484998,Palm Springs,2020,90,"Comedy,Fantasy,Mystery",39.34159435331529,42.160246616470445,38.89725442907018,43.27443907070469,3
tt3228774,Cruella,2021,134,"Adventure,Comedy,Crime",39.864049588819725,41.61492784918222,38.5264024519478,39.6170214770318,0
tt12593682,Bullet Train,2022,127,"Action,Comedy,Thriller",41.69005544055175,42.8803554527756,39.15696580945254,42.9621881921893,4
tt1016150,All Quiet on the Western Front,2022,148,"Drama,History,War",42.5688102373849,41.495506473356826,40.13962732677286,37.947371218544085,0
tt5537002,Killers of the Flower Moon,2023,206,"Crime,Drama,History",41.021445045007965,43.97968184030455,42.00837612202034,45.4324255756198,3
tt26581740,Weapons,2025,128,"Horror,Mystery",40.367316576680885,43.36192820094357,41.56789319811712,41.53723840962293,3
tt1312221,Frankenstein,2025,149,"Drama,Fantasy,Horror",38.47001723954416,42.11416837284951,37.83061363708286,42.42379739523302,0
tt31193180,Sinners,2025,137,"Action,Drama,Horror",41.756315359250976,40.27045293797055,41.77981956357649,42.1657763262885,3
tt0082971,Raiders of the Lost Ark,1981,115,"Action,Adventure",50.725050136798075,47.80104554827852,43.54169664702528,45.84746754088403,5
tt0087469,Indiana Jones and the Temple of Doom,1984,118,"Action,Adventure",43.114288070576166,44.403297323967074,38.30001360020675,44.35832357008065,4
tt0097576,Indiana Jones and the Last Crusade,1989,127,"Action,Adventure",48.62924937385392,48.94654668100145,42.453923755268875,45.86176769590596,5
tt0096895,Batman,1989,126,"Action,Adventure",42.22509530057222,42.29513130969758,40.38484262150007,42.216737093636496,3
tt0119282,Hercules,1997,93,"Action,Adventure,Animation",39.6938893479235,43.28123517181029,41.827166110205965,42.914318984078136,3
tt0129167,The Iron Giant,1999,86,"Action,Adventure,Animation",43.7655681994911,43.08894200196449,43.305219616781045,45.47660244794964,2
tt0317705,The Incredibles,2004,115,"Action,Adventure,Animation",47.55423041607858,46.532799479455775,46.45773726413962,47.28919564918015,2
tt0441773,Kung Fu Panda,2008,92,"Action,Adventure,Animation",43.71591869505461,43.50407176947439,39.18497605210317,41.48307931209283,4
tt0892769,How to Train Your Dragon,2010,98,"Action,Adventure,Animation",48.12078459765459,43.50340220451764,41.580559523375925,47.274005706458205,2
tt1302011,Kung Fu Panda 2,2011,90,"Action,Adventure,Animation",40.454075045714056,45.378793956177766,39.411422610925165,45.33853903820879,3
tt0983193,The Adventures of Tintin,2011,107,"Action,Adventure,Animation",39.430588768546606,43.176614134235486,42.66426194504568,44.53720924043334,3
tt1192628,Rango,2011,107,"Action,Adventure,Animation",40.112405158264686,45.21517891069456,42.74814727859264,43.03844137840345,3
tt1646971,How to Train Your Dragon 2,2014,102,"Action,Adventure,Animation",43.63944963907141,44.51625035330213,47.47786743566967,48.712369145353925,2
tt1490017,The Lego Movie,2014,100,"Action,Adventure,Animation",43.20871563191758,43.28593065425788,42.26308995770175,44.55803504997476,3
tt2245084,Big Hero 6,2014,102,"Action,Adventure,Animation",44.72647544160765,42.758668225990654,40.40517319464675,43.65122805898692,4
tt4302938,Kubo and the Two Strings,2016,101,"Action,Adventure,Animation",39.74121879429195,40.536411796814285,42.80607454029706,43.545268920113806,3
tt3040964,The Jungle Book,2016,106,"Action,Adventure,Animation",40.01100312719737,45.07475835223089,39.62688886642782,41.2928087756155,4
tt2948356,Zootopia,2016,108,"Action,Adventure,Animation",46.20998798028785,44.2055767603536,44.69038604356732,46.05427246742866,2
tt4116284,The Lego Batman Movie,2017,104,"Action,Adventure,Animation",38.49892301616676,43.52050979510633,39.6495057553249,43.88578810838409,3
tt4633694,Spider-Man: Into the Spider-Verse,2018,117,"Action,Adventure,Animation",49.39797965783713,45.04288614402676,39.47921323621973,47.862829946613886,5
tt3606756,Incredibles 2,2018,118,"Action,Adventure,Animation",41.683883495861686,44.41869259244936,45.446693870657114,46.26005751934896,2
tt2386490,How to Train Your Dragon: The Hidden World,2019,104,"Action,Adventure,Animation",38.75938553642712,43.54475465572861,47.22963440753874,48.45768165508772,2
tt11032374,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,117,"Action,Adventure,Animation",40.79469490297982,39.52708092071989,41.33774840541505,40.5477660665326,0
tt5109280,Raya and the Last Dragon,2021,107,"Action,Adventure,Animation",38.44252948703486,40.53760662702695,39.8692058047453,41.72988917488066,0
tt3915174,Puss in Boots: The Last Wish,2022,102,"Action,Adventure,Animation",41.60085730244191,41.51183929373073,38.600821216377724,42.92988527802756,0
tt9362722,Spider-Man: Across the Spider-Verse,2023,140,"Action,Adventure,Animation",48.36802249359253,44.3004834209844,39.806358691136175,51.45860591549853,2
tt0119654,Men in Black,1997,98,"Action,Adventure,Comedy",42.44708391790199,42.524587944763674,38.34526579591649,38.90774061032295,0
tt2802144,Kingsman: The Secret Service,2014,129,"Action,Adventure,Comedy",45.30480498090205,46.633668668824335,44.580544424095336,44.58422315977253,2
tt2015381,Guardians of the Galaxy,2014,121,"Action,Adventure,Comedy",49.02033949897549,46.94721476698664,45.47628766056789,44.21753991994321,5
tt3501632,Thor: Ragnarok,2017,130,"Action,Adventure,Comedy",46.94656566585304,47.70208982459323,44.51663780489236,46.57779814522571,2
tt3896198,Guardians of the Galaxy Vol. 2,2017,136,"Action,Adventure,Comedy",44.91579892497764,47.35674495626936,45.19640850979616,44.39194028049615,2
tt5463162,Deadpool 2,2018,119,"Action,Adventure,Comedy",44.561014092849774,45.790680181422815,44.46679651462847,44.4005210116532,2
tt6320628,Spider-Man: Far from Home,2019,129,"Action,Adventure,Comedy",42.27725650888758,47.39614365996024,42.65534584142258,43.43638931081816,2
tt6710474,Everything Everywhere All at Once,2022,139,"Action,Adventure,Comedy",44.47618404749007,42.9765464014989,40.69871668598776,40.446868191643766,4
tt6791350,Guardians of the Galaxy Vol. 3,2023,150,"Action,Adventure,Comedy",44.6817592049555,47.05783293055463,45.5593580331825,43.97120595797326,2
tt6263850,Deadpool & Wolverine,2024,128,"Action,Adventure,Comedy",42.98205954453359,45.16319827229135,41.87104730090406,39.27834370414984,4
tt26743210,How to Train Your Dragon,2025,125,"Action,Adventure,Comedy",39.262304566563294,41.893537284029264,43.13712005992086,46.50980941226114,3
tt0065214,The Wild Bunch,1969,135,"Action,Adventure,Drama",39.29631306364959,42.10633393874176,38.90261089122539,38.516637677786655,0
tt0190332,"Crouching Tiger, Hidden Dragon",2000,120,"Action,Adventure,Drama",43.16950274636955,41.92087634170248,39.01411781208102,40.68511354704911,0
tt0172495,Gladiator,2000,155,"Action,Adventure,Drama",53.18321466455488,48.571742901321805,44.019929833493286,44.18843273280313,5
tt0245844,The Count of Monte Cristo,2002,131,"Action,Adventure,Drama",40.01485368226989,40.39454041476996,38.75019357255701,38.99308599484617,0
